"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Title 2","Title 2 Length","Title 2 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Description 2","Meta Description 2 Length","Meta Description 2 Pixel Width","Meta Description 3","Meta Description 3 Length","Meta Description 3 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","Meta Robots 2","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://bestpsychicsadashiva.com/services.php?state=Washington","text/html; charset=UTF-8","200","OK","Indexable","","Psychic Sada Shiva","18","172","Astrology Services in Washington | Love, Marriage & Career Solutions","68","609","Psychic Sada Shiva – Psychic & Spiritual Guidance in Hartford, CT","65","406","Discover expert astrology services in Washington including love problem solutions, marriage guidance, career astrology and spiritual remedies.","142","883","","0","0","","0","Astrology Services in Washington","32","Voodoo Energy Removal","21","Witchcraft Removal","18","","","","","","","","","","","101180","13686","13686","5.243","","298","49","6.082","34.017","Hard","3.225","1","0","","60","29","0","100.000","56","28","0","0","0","0","","","","","daa2fc0d53f9ef11b1e2a3a5adbc2bd0","0.789","","","","","en","1.1","","","","","","https://bestpsychicsadashiva.com/services.php?state=Washington","2026-03-06 09:03:57"
"https://bestpsychicsadashiva.com/hex-removal.php","text/html; charset=UTF-8","200","OK","Indexable","","Hex Removal Specialist","22","207","Psychic Sada Shiva","18","172","Psychic Sada Shiva – Psychic & Spiritual Guidance in Hartford, CT","65","406","","0","0","","0","0","","0","Hex Removal Specialist","22","","0","","0","","","","","","","","","","","25507","7715","7715","2.955","","150","26","5.769","25.011","Very Hard","8.969","2","0","","16","16","0","55.170","47","19","0","1","1","0","","","","","a2fd2f10f9af243c973315a1232f4a2f","0.843","","","","","en","1.1","","","","","","https://bestpsychicsadashiva.com/hex-removal.php","2026-03-06 09:03:58"
"https://bestpsychicsadashiva.com/jinn-removal.php","text/html; charset=UTF-8","200","OK","Indexable","","Jinn Removal Specialist","23","211","Psychic Sada Shiva","18","172","Psychic Sada Shiva – Psychic & Spiritual Guidance in Hartford, CT","65","406","","0","0","","0","0","","0","Jinn Removal Specialist","23","","0","","0","","","","","","","","","","","25851","7870","7870","3.015","","156","28","5.571","31.980","Hard","9.148","2","0","","16","16","0","55.170","47","19","0","1","1","0","","","","","9fe902f9e00af2b1ea3e6373d9f4c81a","0.820","","","","","en","1.1","","","","","","https://bestpsychicsadashiva.com/jinn-removal.php","2026-03-06 09:03:58"
"https://bestpsychicsadashiva.com/negative-energy-removal.php","text/html; charset=UTF-8","200","OK","Indexable","","Negative Energy Removal Specialist","34","316","Psychic Sada Shiva","18","172","Psychic Sada Shiva – Psychic & Spiritual Guidance in Hartford, CT","65","406","","0","0","","0","0","","0","Negative Energy Removal Specialist","34","","0","","0","","","","","","","","","","","25601","7758","7758","2.972","","155","25","6.200","32.979","Hard","8.893","2","0","","16","16","0","55.170","47","19","0","1","1","0","","","","","7e2f1c486fef2fd84968a74cfb651fe1","0.803","","","","","en","1.1","","","","","","https://bestpsychicsadashiva.com/negative-energy-removal.php","2026-03-06 09:03:58"
"https://bestpsychicsadashiva.com/demon-forces.php","text/html; charset=UTF-8","200","OK","Indexable","","Demon Forces Removal Specialist","31","301","Psychic Sada Shiva","18","172","Psychic Sada Shiva – Psychic & Spiritual Guidance in Hartford, CT","65","406","","0","0","","0","0","","0","Demon Forces Removal Specialist","31","","0","","0","","","","","","","","","","","25851","7880","7880","3.019","","154","27","5.704","29.648","Very Hard","8.970","2","0","","16","16","0","55.170","47","19","0","1","1","0","","","","","df8b887c893e3b8e793ac3c79473850f","0.801","","","","","en","1.1","","","","","","https://bestpsychicsadashiva.com/demon-forces.php","2026-03-06 09:03:58"
"https://bestpsychicsadashiva.com/evil-spirits-removal.php","text/html; charset=UTF-8","200","OK","Indexable","","Evil Spirits Removal Specialist","31","263","Psychic Sada Shiva","18","172","Psychic Sada Shiva – Psychic & Spiritual Guidance in Hartford, CT","65","406","","0","0","","0","0","","0","Evil Spirits Removal Specialist","31","","0","","0","","","","","","","","","","","25835","7863","7863","3.012","","158","27","5.852","32.766","Hard","9.049","2","0","","16","16","0","55.170","47","19","0","1","1","0","","","","","8199dd8dd07327731b839ffbb2e41c85","0.862","","","","","en","1.1","","","","","","https://bestpsychicsadashiva.com/evil-spirits-removal.php","2026-03-06 09:03:58"
"https://bestpsychicsadashiva.com/images/evil-spirits-removal.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","162016","162016","162016","62.065","","0","","","","","0.000","3","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.728","Wed, 24 Dec 2025 05:03:53 GMT","","","","","1.1","","","","","","https://bestpsychicsadashiva.com/images/evil-spirits-removal.webp","2026-03-06 09:03:59"
"https://bestpsychicsadashiva.com/voodoo-energy-removal.php","text/html; charset=UTF-8","200","OK","Indexable","","Voodoo Energy Removal Specialist","32","307","Psychic Sada Shiva","18","172","Psychic Sada Shiva – Psychic & Spiritual Guidance in Hartford, CT","65","406","","0","0","","0","0","","0","Voodoo Energy Removal Specialist","32","","0","","0","","","","","","","","","","","25666","7794","7794","2.986","","157","28","5.607","27.633","Very Hard","9.046","2","0","","16","16","0","55.170","47","19","0","1","1","0","","","","","2a25ca1964346930f0a7fc3508ea32bb","0.732","","","","","en","1.1","","","","","","https://bestpsychicsadashiva.com/voodoo-energy-removal.php","2026-03-06 09:03:59"
"https://bestpsychicsadashiva.com/black-magic-removal.php","text/html; charset=UTF-8","200","OK","Indexable","","Black Magic Removal Specialist","30","280","Psychic Sada Shiva","18","172","Psychic Sada Shiva – Psychic & Spiritual Guidance in Hartford, CT","65","406","","0","0","","0","0","","0","Black Magic Removal Specialist","30","","0","","0","","","","","","","","","","","25456","7686","7686","2.944","","146","25","5.840","30.548","Hard","8.782","2","0","","16","16","0","55.170","47","19","0","1","1","0","","","","","4ef22fa1c4909a7b34f62a56fe6ee23c","0.767","","","","","en","1.1","","","","","","https://bestpsychicsadashiva.com/black-magic-removal.php","2026-03-06 09:03:59"
"https://bestpsychicsadashiva.com/witchcraft-removal.php","text/html; charset=UTF-8","200","OK","Indexable","","Witchcraft Removal Specialist","29","265","Psychic Sada Shiva","18","172","Psychic Sada Shiva – Psychic & Spiritual Guidance in Hartford, CT","65","406","","0","0","","0","0","","0","Witchcraft Removal Specialist","29","","0","","0","","","","","","","","","","","25635","7784","7784","2.982","","149","27","5.519","33.737","Hard","8.979","2","0","","16","16","0","55.170","47","19","0","1","1","0","","","","","b53d94809bd88ebccfe7edd4d173ec5a","0.728","","","","","en","1.1","","","","","","https://bestpsychicsadashiva.com/witchcraft-removal.php","2026-03-06 09:03:59"
"https://bestpsychicsadashiva.com/vashikaran-specialist.php","text/html; charset=UTF-8","200","OK","Indexable","","Vashikaran Specialist","21","189","Psychic Sada Shiva","18","172","Psychic Sada Shiva – Psychic & Spiritual Guidance in Hartford, CT","65","406","","0","0","","0","0","","0","Vashikaran Specialist","21","","0","","0","","","","","","","","","","","25637","7757","7757","2.972","","150","27","5.556","25.792","Very Hard","8.947","2","0","","16","16","0","55.170","47","19","0","1","1","0","","","","","4de2af806d98a749113bc2f2ecb09408","0.734","","","","","en","1.1","","","","","","https://bestpsychicsadashiva.com/vashikaran-specialist.php","2026-03-06 09:03:59"
"https://bestpsychicsadashiva.com/images/voodoo-energy-removal.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","35656","35656","35656","13.659","","0","","","","","0.000","3","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.796","Wed, 24 Dec 2025 05:03:53 GMT","","","","","1.1","","","","","","https://bestpsychicsadashiva.com/images/voodoo-energy-removal.webp","2026-03-06 09:04:00"
"https://bestpsychicsadashiva.com/images/black-magic-removal1.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","20424","20424","20424","7.824","","0","","","","","0.000","3","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.831","Wed, 24 Dec 2025 05:03:53 GMT","","","","","1.1","","","","","","https://bestpsychicsadashiva.com/images/black-magic-removal1.webp","2026-03-06 09:04:00"
"https://bestpsychicsadashiva.com/images/vashikaran-specialist.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","77292","77292","77292","29.609","","0","","","","","0.000","3","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.815","Wed, 24 Dec 2025 05:03:53 GMT","","","","","1.1","","","","","","https://bestpsychicsadashiva.com/images/vashikaran-specialist.webp","2026-03-06 09:04:01"
"https://bestpsychicsadashiva.com/images/witchcraft-removal.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","56408","56408","56408","21.609","","0","","","","","0.000","3","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.785","Wed, 24 Dec 2025 05:03:53 GMT","","","","","1.1","","","","","","https://bestpsychicsadashiva.com/images/witchcraft-removal.webp","2026-03-06 09:04:01"
"https://bestpsychicsadashiva.com/images/demon-forces.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","132592","132592","132592","50.793","","0","","","","","0.000","3","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.725","Wed, 24 Dec 2025 05:03:53 GMT","","","","","1.1","","","","","","https://bestpsychicsadashiva.com/images/demon-forces.webp","2026-03-06 09:04:01"
"https://bestpsychicsadashiva.com/images/negative-energy-removal.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","67302","67302","67302","25.782","","0","","","","","0.000","3","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.694","Wed, 24 Dec 2025 05:03:53 GMT","","","","","1.1","","","","","","https://bestpsychicsadashiva.com/images/negative-energy-removal.webp","2026-03-06 09:04:01"
"https://bestpsychicsadashiva.com/images/jinn-removal.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","98784","98784","98784","37.842","","0","","","","","0.000","3","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.729","Wed, 24 Dec 2025 05:03:53 GMT","","","","","1.1","","","","","","https://bestpsychicsadashiva.com/images/jinn-removal.webp","2026-03-06 09:04:01"
"https://bestpsychicsadashiva.com/images/hex-removal.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","232334","232334","232334","89.003","","0","","","","","0.000","3","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.733","Wed, 24 Dec 2025 05:03:53 GMT","","","","","1.1","","","","","","https://bestpsychicsadashiva.com/images/hex-removal.webp","2026-03-06 09:04:02"
